Collection Title,Unit Title,Unit Date,Container Type,Container Number,Extent
Arch Oboler Collection,"""Hollywood's March of Dimes of the Air""",,,,
Arch Oboler Collection,"Fire file, 1942 January",1942 January,box,230,
Arch Oboler Collection,"Town file, 1942 January",1942 January,box,230,
Arch Oboler Collection,"""Hollywood's New Years with a Heart""",,,,
Arch Oboler Collection,"Fire file, 1941 January",1941 January,box,230,
Arch Oboler Collection,"Town file, 1941 January",1941 January,box,230,
Arch Oboler Collection,"""Holy City"" See ""Venice in the Morning""",,box,230,
Arch Oboler Collection,"""Holy Matrimony""",,,,
Arch Oboler Collection,"Fire file, 1944 May",1944 May,box,230,
Arch Oboler Collection,"Town file, 1944 May",1944 May,box,230,
Arch Oboler Collection,"""Home-Coming""",,,,
Arch Oboler Collection,"Fire file, 1944 October",1944 October,box,230,
Arch Oboler Collection,"Town file, 1944 October",1944 October,box,230,
Arch Oboler Collection,"""Home-Town""",,,,
Arch Oboler Collection,"Fire file, 1939 December",1939 December,box,231,
Arch Oboler Collection,"Town file, 1939 December",1939 December,box,231,
Arch Oboler Collection,"""Homo Primus"" (horror version) See ""And Adam Begot""",,box,231,
Arch Oboler Collection,"""Honeymoon""",,,,
Arch Oboler Collection,"Fire file, 1937 February",1937 February,box,231,
Arch Oboler Collection,"Town file, 1937 February",1937 February,box,231,
Arch Oboler Collection,"""Honeymoon Special""",,,,
Arch Oboler Collection,"Fire file, circa 1943",circa 1943,box,231,
Arch Oboler Collection,"Town file, undated",undated,box,231,
Arch Oboler Collection,"""Hospital Murder"" See ""Devil in White""",,box,231,
Arch Oboler Collection,"""The House I Live In""",,,,
Arch Oboler Collection,"Fire file, 1944 May, 1945 April","1944 May, 1945 April",box,231,
Arch Oboler Collection,"Town file, 1944 May, 1945 April","1944 May, 1945 April",box,231,
Arch Oboler Collection,"""House on the Hill""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,231,
Arch Oboler Collection,"Town file, undated",undated,box,231,
Arch Oboler Collection,"""Humbug"" See ""The Laughing Man""",,box,231,
Arch Oboler Collection,"""Husbands to Order""",,,,
Arch Oboler Collection,"Fire file, 1935 August",1935 August,box,231,
Arch Oboler Collection,"Town file, 1935 August",1935 August,box,231,
Arch Oboler Collection,"""I Believe""",,,,
Arch Oboler Collection,"Fire file, 1943 November",1943 November,box,232,
Arch Oboler Collection,"Town file, 1943 November",1943 November,box,232,
Arch Oboler Collection,"""I Declare War,"" fire file, undated",undated,box,232,
Arch Oboler Collection,"""I Do""",,,,
Arch Oboler Collection,"Fire file, 1937 December, 1939 September, 1941 January","1937 December, 1939 September, 1941 January",box,232,
Arch Oboler Collection,"Town file, 1937 December, 1939 September, 1941 January","1937 December, 1939 September, 1941 January",box,232,
Arch Oboler Collection,"""I Have No Prayer""",,,,
Arch Oboler Collection,"Fire file, 1943 February-March",1943 February-March,box,232,
Arch Oboler Collection,"Town file, 1943 February, 1943 March","1943 February, 1943 March",box,232,
Arch Oboler Collection,"""I Killed John Alvin""",,,,
Arch Oboler Collection,"Fire file, 1938 August",1938 August,box,232,
Arch Oboler Collection,"Town file, 1938 August",1938 August,box,232,
Arch Oboler Collection,"""I Love Snakes,"" town file, undated",undated,box,232,
Arch Oboler Collection,"""I, Madman""",,,,
Arch Oboler Collection,"Fire file, 1937 May",1937 May,box,232,
Arch Oboler Collection,"Town file, 1937 May",1937 May,box,232,
Arch Oboler Collection,"""I Pledge"" See ""Anna""",,box,233,
Arch Oboler Collection,"""I Want to Go Back""",,,,
Arch Oboler Collection,"Fire file, circa 1944",circa 1944,box,233,
Arch Oboler Collection,"Town file, circa 1944",circa 1944,box,233,
Arch Oboler Collection,"Ideas, Joan Crawford, fire file, undated",undated,box,233,
Arch Oboler Collection,"""If""",,,,
Arch Oboler Collection,"Fire file, 1939 June",1939 June,box,233,
Arch Oboler Collection,"Town file, 1939 June",1939 June,box,233,
Arch Oboler Collection,"""I'll Tell My Husband""",,,,
Arch Oboler Collection,"Fire file, 1939 November, 1940 November","1939 November, 1940 November",box,233,
Arch Oboler Collection,"Town file, 1939 November, 1940 November","1939 November, 1940 November",box,233-234,(1 folder)
Arch Oboler Collection,"""The Immortal Gentleman""",,,,
Arch Oboler Collection,"Fire file, 1939 June, 1941 February, 1943 August, 1964 January","1939 June, 1941 February, 1943 August, 1964 January",box,234,
Arch Oboler Collection,"[Fire file?], 1939-1943",1939-1943,box,234,
Arch Oboler Collection,"Town file, 1939 June, 1941 February, 1943 August, 1964 January","1939 June, 1941 February, 1943 August, 1964 January",box,234,
Arch Oboler Collection,"""Indian Joe""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,235,
Arch Oboler Collection,"Town file, undated",undated,box,235,
Arch Oboler Collection,"""Invitation to a Fly""",,,,
Arch Oboler Collection,"Fire file, 1936 August",1936 August,box,235,
Arch Oboler Collection,"Town file, 1936 August",1936 August,box,235,
Arch Oboler Collection,"""Island of the Devil"" See ""Devil's Island""",,box,235,
Arch Oboler Collection,"""It Happened""",,,,
Arch Oboler Collection,"Fire file, 1938 May",1938 May,box,235,
Arch Oboler Collection,"Town file, 1938 May",1938 May,box,235,
Arch Oboler Collection,"""It Happened in Venice""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,235,
Arch Oboler Collection,"Town file, undated",undated,box,235,
Arch Oboler Collection,"""It's a Mummy""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,235,
Arch Oboler Collection,"Town file, undated",undated,box,235,
Arch Oboler Collection,"""Ivan the Terrible""",,,,
Arch Oboler Collection,"Fire file, 1937 April",1937 April,box,235,
Arch Oboler Collection,"Town file, 1937 April",1937 April,box,235,
Arch Oboler Collection,"""Ivory Tower""",,,,
Arch Oboler Collection,"Fire file, 1939 July, 1940 March","1939 July, 1940 March",box,235,
Arch Oboler Collection,"Town file, 1939 July, 1940 March","1939 July, 1940 March",box,235,
Arch Oboler Collection,"""Jail-Bird""",,,,
Arch Oboler Collection,"Fire file, 1935 October",1935 October,box,236,
Arch Oboler Collection,"Town file, 1935 October",1935 October,box,236,
Arch Oboler Collection,"""Jail-Break""",,,,
Arch Oboler Collection,"Fire file, 1937 April",1937 April,box,236,
Arch Oboler Collection,"Town file, 1937 April",1937 April,box,236,
Arch Oboler Collection,"""The Jervis Bay""",,,,
Arch Oboler Collection,"Fire file, 1944 April",1944 April,box,236,
Arch Oboler Collection,"Town file, 1944 April",1944 April,box,236,
Arch Oboler Collection,"""Johnny Got His Gun""",,,,
Arch Oboler Collection,"Fire file, 1940 March",1940 March,box,236,
Arch Oboler Collection,"Town file, 1940 March",1940 March,box,236,
Arch Oboler Collection,"""Johnny Quinn, U.S.N.""",,,,
Arch Oboler Collection,"Fire file, 1942 February",1942 February,box,236,
Arch Oboler Collection,"Town file, 1942 February, July","1942 February, July",box,237,
Arch Oboler Collection,"Kataki/Wincelberg, town file, 1959 April",1959 April,box,237,
Arch Oboler Collection,"""Kick-Off at Two""",,,,
Arch Oboler Collection,"Fire file, 1934 November",1934 November,box,237,
Arch Oboler Collection,"Town file, 1934 November",1934 November,box,237,
Arch Oboler Collection,"""Kill""",,,,
Arch Oboler Collection,"Fire file, 1943 April",1943 April,box,237,
Arch Oboler Collection,"Town file, 1943 April",1943 April,box,237,
Arch Oboler Collection,"""Kind Deeds, Inc.""",,,,
Arch Oboler Collection,"Fire file, 1937 July",1937 July,box,237,
Arch Oboler Collection,"Town file, 1937 July",1937 July,box,237,
Arch Oboler Collection,"""The Kind Miss Wilson""",,,,
Arch Oboler Collection,"Fire file, 1937 July",1937 July,box,237,
Arch Oboler Collection,"Town file, 1937 July",1937 July,box,237,
Arch Oboler Collection,"""Knock at the Door"" See ""Mother-in-Law""",,box,237,
Arch Oboler Collection,"""Knockout""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,237,
Arch Oboler Collection,"Town file, undated",undated,box,237,
Arch Oboler Collection,"""Knuckles""",,,,
Arch Oboler Collection,"Fire file, 1944 January",1944 January,box,238,
Arch Oboler Collection,"Town file, 1944 January",1944 January,box,238,
Arch Oboler Collection,"""Lady and the Plumber""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,238,
Arch Oboler Collection,"Town file, undated",undated,box,238,
Arch Oboler Collection,"""Lady Counselor"" series, fire file, circa 1936",circa 1936,box,238,
Arch Oboler Collection,"""Lady Doctor""",,,,
Arch Oboler Collection,"Fire file, 1935 June",1935 June,box,238,
Arch Oboler Collection,"Town file, 1935 June, 1964 February","1935 June, 1964 February",box,238,
Arch Oboler Collection,"""Lady Napoleon (Awful Oracle)""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,238,
Arch Oboler Collection,"Town file, undated",undated,box,238,
Arch Oboler Collection,"""Lady of the House""",,,,
Arch Oboler Collection,"Fire file, 1944 January",1944 January,box,238,
Arch Oboler Collection,"Town file, 1944 January",1944 January,box,238,
Arch Oboler Collection,"""Last Act""",,,,
Arch Oboler Collection,"Fire file, 1937 July",1937 July,box,238,
Arch Oboler Collection,"Town file, 1937 July",1937 July,box,238,
Arch Oboler Collection,"""Last Flight""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,238,
Arch Oboler Collection,"Town file, undated",undated,box,238,
Arch Oboler Collection,"""The Last in the World""",,,,
Arch Oboler Collection,"Fire file, 1942 May",1942 May,box,238,
Arch Oboler Collection,"Town file, 1942 May",1942 May,box,238,
Arch Oboler Collection,"""The Last Lesson""",,,,
Arch Oboler Collection,"Fire file, circa 1939",circa 1939,box,238,
Arch Oboler Collection,"Town file, circa 1939",circa 1939,box,238,
Arch Oboler Collection,"""The Last Man in the World"" See ""Last Woman in the World""",,box,238,
Arch Oboler Collection,"""The Last Survivor""",,,,
Arch Oboler Collection,"Fire file, 1935 March",1935 March,box,238,
Arch Oboler Collection,"Town file, 1935 March",1935 March,box,239,
Arch Oboler Collection,"""The Last War""",,,,
Arch Oboler Collection,"Fire file, 1936 September",1936 September,box,239,
Arch Oboler Collection,"Town file, 1936 September",1936 September,box,239,
Arch Oboler Collection,"""The Last Will""",,,,
Arch Oboler Collection,"Fire file, 1936 April",1936 April,box,239,
Arch Oboler Collection,"Town file, 1936 April",1936 April,box,239,
Arch Oboler Collection,"""Last Woman in the World""",,,,
Arch Oboler Collection,"Fire file, circa 1941",circa 1941,box,239,
Arch Oboler Collection,"Town file, circa 1941",circa 1941,box,239,
Arch Oboler Collection,"""The Last Word,"" fire file, undated",undated,box,239,
Arch Oboler Collection,"""The Laughing Man""",,,,
Arch Oboler Collection,"Fire file, 1939 April, June, August, 1940 January, 1941 January","1939 April, June, August, 1940 January, 1941 January",box,240,
Arch Oboler Collection,"Town file, 1939 April, 1939 June, 1940 January, 1941 January","1939 April, 1939 June, 1940 January, 1941 January",box,240,
Arch Oboler Collection,"""The Laughter""",,,,
Arch Oboler Collection,"Fire file, 1942 November, 1944 June","1942 November, 1944 June",box,240,
Arch Oboler Collection,"Town file, 1942 November, 1944 June","1942 November, 1944 June",box,240,
Arch Oboler Collection,"""Legal Aid Society"" script See ""Wanted: A Lawyer""",,box,240,
Arch Oboler Collection,"""Letter at Midnight""",,,,
Arch Oboler Collection,"Fire file, 1942 January, 1942 March","1942 January, 1942 March",box,240,
Arch Oboler Collection,"Town file, 1942 January, 1942 March","1942 January, 1942 March",box,240,
Arch Oboler Collection,"""Letter from the Congo""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,241,
Arch Oboler Collection,"Town file, undated",undated,box,241,
Arch Oboler Collection,"""Lieutenant Patience""",,,,
Arch Oboler Collection,"Fire file, 1942 June",1942 June,box,241,
Arch Oboler Collection,"Town file, 1942 June",1942 June,box,241,
Arch Oboler Collection,Lights Out,,,,
Arch Oboler Collection,"Information filed in ""ranch"" files, 1936-1947",1936-1947,box,241,
Arch Oboler Collection,"Miscellaneous file, 1938 March",1938 March,box,241,
Arch Oboler Collection,"Stage unit, fire file, undated",undated,box,241,
Arch Oboler Collection,"Stage unit, town file, undated",undated,box,241,
Arch Oboler Collection,"""The Listener""",,,,
Arch Oboler Collection,"Fire file, 1941 March",1941 March,box,241,
Arch Oboler Collection,"Town file, 1941 March",1941 March,box,241,
Arch Oboler Collection,"""Little Ireland""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,241,
Arch Oboler Collection,"Town file, undated",undated,box,241,
Arch Oboler Collection,"""Little Old Lady""",,,,
Arch Oboler Collection,"Fire file, 1937 November, 1943 May","1937 November, 1943 May",box,241,
Arch Oboler Collection,"Town file, 1937 November, 1943 May","1937 November, 1943 May",box,241,
Arch Oboler Collection,"""The Little People""",,,,
Arch Oboler Collection,"Fire file, 1937 April, 1943 July","1937 April, 1943 July",box,241,
Arch Oboler Collection,"Town file, 1937 April, 1943 July","1937 April, 1943 July",box,242,
Arch Oboler Collection,"""The Little Yellow Basket,"" fire and town files, circa 1938",circa 1938,box,242,
Arch Oboler Collection,"""Lo, the Poor Indian""",,,,
Arch Oboler Collection,"Fire file, 1937 November",1937 November,box,242,
Arch Oboler Collection,"Town file, 1937 November",1937 November,box,242,
Arch Oboler Collection,"""London Ghost Story,"" CBS Radio pilot, 1980",1980,box,242,
Arch Oboler Collection,"""Lord Marley's Guest""",,,,
Arch Oboler Collection,"Fire file, 1937 July, 1943 September","1937 July, 1943 September",box,242,
Arch Oboler Collection,"Town file, 1937 July, 1943 September","1937 July, 1943 September",box,242,
Arch Oboler Collection,"""Lost Horizon""",,,,
Arch Oboler Collection,"Fire file, 1944 February",1944 February,box,242,
Arch Oboler Collection,"Town file, 1944 February",1944 February,box,243,
Arch Oboler Collection,"""Love,"" fire file, circa 1944-1946",circa 1944-1946,box,243,
Arch Oboler Collection,"""Love Affair"" See ""Love Story, Ltd.""",,box,243,
Arch Oboler Collection,"""Love, Love, Love""",,,,
Arch Oboler Collection,"Fire file, 1945 May",1945 May,box,243,
Arch Oboler Collection,"Town file, 1944 June, 1945 May, 1949 October","1944 June, 1945 May, 1949 October",box,243,
Arch Oboler Collection,"""Love Me, Love Nero""",,,,
Arch Oboler Collection,"Fire file, 1937 April",1937 April,box,243,
Arch Oboler Collection,"Town file, 1937 April",1937 April,box,243,
Arch Oboler Collection,"""Love on Ice""",,,,
Arch Oboler Collection,"Fire file, 1936 February",1936 February,box,243,
Arch Oboler Collection,"Town file, 1936 February",1936 February,box,243,
Arch Oboler Collection,"""Love 100%""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,244,
Arch Oboler Collection,"Town file, undated",undated,box,244,
Arch Oboler Collection,"""Love Story, Ltd.""",,,,
Arch Oboler Collection,"Fire file, 1939 September, 1941 May","1939 September, 1941 May",box,244,
Arch Oboler Collection,"Town file, 1939 September",1939 September,box,244,
Arch Oboler Collection,"""Love Story"" series",,,,
Arch Oboler Collection,"Fire file, 1943 September",1943 September,box,244,
Arch Oboler Collection,"Town file, 1943 September",1943 September,box,244,
Arch Oboler Collection,"""The Lover""",,,,
